🐯更新时间🐯,#genre#
CCTV4,http://101.200.122.188/tv/migu323.php?id=cctv4$咪咕
CCTV5,http://101.200.122.188/tv/migu323.php?id=cctv5$咪咕
CCTV5+,http://101.200.122.188/tv/migu323.php?id=cctv5p$咪咕
CCTV6,http://101.200.122.188/tv/migu323.php?id=cctv6$咪咕
CCTV7,http://101.200.122.188/tv/migu323.php?id=cctv7$咪咕
CCTV8,http://101.200.122.188/tv/migu323.php?id=cctv8$咪咕
CCTV9,http://101.200.122.188/tv/migu323.php?id=cctv9$咪咕
CCTV10,http://101.200.122.188/tv/migu323.php?id=cctv10$咪咕
CCTV11,http://101.200.122.188/tv/migu323.php?id=cctv11$咪咕
CCTV12,http://101.200.122.188/tv/migu323.php?id=cctv12$咪咕
CCTV13,http://101.200.122.188/tv/migu323.php?id=cctv13$咪咕
CCTV14,http://101.200.122.188/tv/migu323.php?id=cctv14$咪咕
CCTV15,http://101.200.122.188/tv/migu323.php?id=cctv15$咪咕
CCTV17,http://101.200.122.188/tv/migu323.php?id=cctv17$咪咕
CCTV1,http://rihou.cc:55/lib/aikan.php?id=cctv1
CCTV2,http://rihou.cc:55/lib/aikan.php?id=cctv2
CCTV3,http://rihou.cc:55/lib/aikan.php?id=cctv3
CCTV4,http://rihou.cc:55/lib/aikan.php?id=cctv4
CCTV5,http://rihou.cc:55/lib/aikan.php?id=cctv5
CCTV5+,http://rihou.cc:55/lib/aikan.php?id=cctv5p
CCTV6,http://rihou.cc:55/lib/aikan.php?id=cctv6
CCTV7,http://rihou.cc:55/lib/aikan.php?id=cctv7
CCTV8,http://rihou.cc:55/lib/aikan.php?id=cctv8
CCTV9,http://rihou.cc:55/lib/aikan.php?id=cctv9
CCTV10,http://rihou.cc:55/lib/aikan.php?id=cctv10
CCTV11,http://rihou.cc:55/lib/aikan.php?id=cctv11
CCTV12,http://rihou.cc:55/lib/aikan.php?id=cctv12
CCTV13,http://rihou.cc:55/lib/aikan.php?id=cctv13
CCTV14,http://rihou.cc:55/lib/aikan.php?id=cctv14
CCTV15,http://rihou.cc:55/lib/aikan.php?id=cctv15
CCTV17,http://rihou.cc:55/lib/aikan.php?id=cctv17
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8


CCTV1,http://www.dsmcloud.top:8888/udp/239.81.0.102:4056
CCTV1,http://www.dsmcloud.top:8888/udp/239.81.1.2:4056
CCTV2,http://www.dsmcloud.top:8888/udp/239.81.1.3:4056
CCTV2,http://www.dsmcloud.top:8888/udp/239.81.0.115:4056
CCTV3,http://www.dsmcloud.top:8888/udp/239.81.1.4:4056
CCTV3,http://www.dsmcloud.top:8888/udp/239.81.0.231:4056
CCTV4,http://www.dsmcloud.top:8888/udp/239.81.1.5:4056
CCTV4,http://www.dsmcloud.top:8888/udp/239.81.0.96:4056
CCTV5+,http://www.dsmcloud.top:8888/udp/239.81.1.18:4056
CCTV5+,http://www.dsmcloud.top:8888/udp/239.81.0.101:4056
CCTV5,http://www.dsmcloud.top:8888/udp/239.81.1.6:4056
CCTV5,http://www.dsmcloud.top:8888/udp/239.81.0.133:4056
CCTV6,http://www.dsmcloud.top:8888/udp/239.81.1.7:4056
CCTV6,http://www.dsmcloud.top:8888/udp/239.81.0.233:4056
CCTV7,http://www.dsmcloud.top:8888/udp/239.81.1.8:4056
CCTV7,http://www.dsmcloud.top:8888/udp/239.81.0.116:4056
CCTV8,http://www.dsmcloud.top:8888/udp/239.81.1.9:4056
CCTV8,http://www.dsmcloud.top:8888/udp/239.81.0.234:4056
CCTV9,http://www.dsmcloud.top:8888/udp/239.81.1.10:4056
CCTV9,http://www.dsmcloud.top:8888/udp/239.81.0.117:4056
CCTV10,http://www.dsmcloud.top:8888/udp/239.81.1.11:4056
CCTV10,http://www.dsmcloud.top:8888/udp/239.81.0.118:4056
CCTV11,http://www.dsmcloud.top:8888/udp/239.81.1.12:4056
CCTV11,http://www.dsmcloud.top:8888/udp/239.81.0.229:4056
CCTV12,http://www.dsmcloud.top:8888/udp/239.81.1.13:4056
CCTV12,http://www.dsmcloud.top:8888/udp/239.81.0.119:4056
CCTV13,http://www.dsmcloud.top:8888/udp/239.81.1.14:4056
CCTV13,http://www.dsmcloud.top:8888/udp/239.81.0.206:4056
CCTV14,http://www.dsmcloud.top:8888/udp/239.81.1.15:4056
CCTV14,http://www.dsmcloud.top:8888/udp/239.81.0.120:4056
CCTV15,http://www.dsmcloud.top:8888/udp/239.81.1.16:4056
CCTV15,http://www.dsmcloud.top:8888/udp/239.81.0.232:4056
CCTV15,http://www.dsmcloud.top:8888/udp/239.81.0.230:4056
CCTV16,http://www.dsmcloud.top:8888/udp/239.81.0.142:4056
CCTV17,http://www.dsmcloud.top:8888/udp/239.81.1.19:4056
CCTV17,http://www.dsmcloud.top:8888/udp/239.81.0.228:4056
CHC动作电影,http://www.dsmcloud.top:8888/udp/239.81.0.239:4056
CHC家庭影院,http://www.dsmcloud.top:8888/udp/239.81.0.238:4056
CHC高清电影,http://www.dsmcloud.top:8888/udp/239.81.0.240:4056



💓专享卫视,#genre#
东方卫视,http://101.200.122.188/tv/migu323.php?id=dfws$咪咕
重庆卫视,http://101.200.122.188/tv/migu323.php?id=cqws$咪咕
辽宁卫视,http://101.200.122.188/tv/migu323.php?id=lnws$咪咕
吉林卫视,http://101.200.122.188/tv/migu323.php?id=jlws$咪咕
内蒙古卫视,http://101.200.122.188/tv/migu323.php?id=nmws$咪咕
宁夏卫视,http://101.200.122.188/tv/migu323.php?id=nxws$咪咕
甘肃卫视,http://101.200.122.188/tv/migu323.php?id=gsws$咪咕
青海卫视,http://101.200.122.188/tv/migu323.php?id=qhws$咪咕
陕西卫视,http://101.200.122.188/tv/migu323.php?id=sxws$咪咕
山东卫视,http://101.200.122.188/tv/migu323.php?id=sdws$咪咕
河南卫视,http://101.200.122.188/tv/migu323.php?id=hnws$咪咕
湖北卫视,http://101.200.122.188/tv/migu323.php?id=hubws$咪咕
湖南卫视,http://101.200.122.188/tv/migu323.php?id=hunws$咪咕
江西卫视,http://101.200.122.188/tv/migu323.php?id=jxws$咪咕
江苏卫视,http://101.200.122.188/tv/migu323.php?id=jsws$咪咕
广东卫视,http://101.200.122.188/tv/migu323.php?id=gdws$咪咕
大湾区卫视,http://101.200.122.188/tv/migu323.php?id=dwqws$咪咕
广西卫视,http://101.200.122.188/tv/migu323.php?id=gxws$咪咕
云南卫视,http://101.200.122.188/tv/migu323.php?id=ynws$咪咕
贵州卫视,http://101.200.122.188/tv/migu323.php?id=gzws$咪咕
新疆卫视,http://101.200.122.188/tv/migu323.php?id=xjws$咪咕
海南卫视,http://101.200.122.188/tv/migu323.php?id=hinws$咪咕
西藏卫视,http://101.200.122.188/tv/migu323.php?id=xzws$咪咕
四海钓鱼,http://101.200.122.188/tv/migu323.php?id=shdy$咪咕
东方影视,http://101.200.122.188/tv/migu323.php?id=dfys$咪咕
广东影视,http://101.200.122.188/tv/migu323.php?id=gdys$咪咕
嘉佳卡通,http://101.200.122.188/tv/migu323.php?id=jjkt$咪咕
东方卫视,http://rihou.cc:55/lib/aikan.php?id=dfws
吉林卫视,http://rihou.cc:55/lib/aikan.php?id=jlws
青海卫视,http://rihou.cc:55/lib/aikan.php?id=qhws
陕西卫视,http://rihou.cc:55/lib/aikan.php?id=sxws
湖北卫视,http://rihou.cc:55/lib/aikan.php?id=hubws
江西卫视,http://rihou.cc:55/lib/aikan.php?id=jxws
江苏卫视,http://rihou.cc:55/lib/aikan.php?id=jsws
广东卫视,http://rihou.cc:55/lib/aikan.php?id=gdws
大湾区卫视,http://rihou.cc:55/lib/aikan.php?id=dwqws
海南卫视,http://rihou.cc:55/lib/aikan.php?id=hinws
重庆卫视,http://rihou.cc:55/lib/aikan.php?id=cqws
辽宁卫视,http://rihou.cc:55/lib/aikan.php?id=lnws
内蒙古卫视,http://rihou.cc:55/lib/aikan.php?id=nmws
宁夏卫视,http://rihou.cc:55/lib/aikan.php?id=nxws
甘肃卫视,http://rihou.cc:55/lib/aikan.php?id=gsws
山东卫视,http://rihou.cc:55/lib/aikan.php?id=sdws
湖南卫视,http://rihou.cc:55/lib/aikan.php?id=hunws
四川卫视,http://rihou.cc:55/lib/aikan.php?id=scws
新疆卫视,http://rihou.cc:55/lib/aikan.php?id=xjws
西藏卫视,http://rihou.cc:55/lib/aikan.php?id=xzws
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8



北京卫视,http://101.65.32.166:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://101.65.32.166:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.65.32.166:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://101.65.32.166:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://101.65.32.166:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://101.65.32.166:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://101.65.32.166:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://101.65.32.166:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://101.65.32.166:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://101.65.32.166:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://101.65.32.166:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://101.65.32.166:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://101.65.32.166:9901/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://101.65.32.166:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://101.65.32.166:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://101.65.32.166:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://101.65.32.166:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://101.65.32.166:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://101.65.32.166:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://101.65.32.166:9901/tsfile/live/0109_2.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://101.65.32.166:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://101.65.32.166:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://101.65.32.166:9901/tsfile/live/0111_2.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://101.65.32.166:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://101.65.32.166:9901/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://101.65.32.166:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://101.65.32.166:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://101.65.32.166:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://101.65.32.166:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0


💓优质个源,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://iptviptv.site:9694/hls/99/index.m3u8
翡翠台,http://58.250.155.2:8180/TV00000000000000000032@HHZT
翡翠台,http://iptviptv.site:9694/hls/98/index.m3u8
翡翠台,http://119.125.104.36:9901/tsfile/live/1006_1.m3u8
翡翠台,https://test.zapi.us.kg/?id=feicui
翡翠台,http://124.244.149.194:65530/bysid/1
明珠台,http://124.244.149.194:65531/bysid/2
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
凤凰中文,http://s.cdhongyuan.cn:4022/udp/239.93.0.162:2192
凤凰中文,http://s.cdhongyuan.cn:4022/udp/239.93.1.9:2192
凤凰中文,http://146.56.153.245:20121/bysid/258
凤凰资讯,http://146.56.153.245:20121/bysid/257
有线新闻,p3p://173.208.176.178:19806/655bd22c000147307fdff68936807320
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
上海新闻综合,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031110/1.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3
上海新闻综合,http://120.77.28.4:8648/mgu.php?id=shxwzh
上海新闻综合,https://stream1.freetv.fun/shang-hai-xin-wen-zong-he-3.m3u8
上海新闻综合,http://58.41.27.144:18888/udp/239.45.3.209:5140
上海都市,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000018926/1.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3
五星体育,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
五星体育,p3p://108.181.20.159:31165/63ec4dc200075675e44984ca52f86245
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
精品体育,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3
超级体育,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009601/
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/
魅力足球,http://120.77.28.4:8648/mgu.php?id=mlzq
劲爆体育,http://120.77.28.4:8648/mgu.php?id=jbty
睛彩篮球,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩竞技,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩竞技,http://123.114.19.80:4000/rtp/239.3.1.125:8001
舌尖上的中国第1季,https://lunbo.freetv.top/yy/1354930952
舌尖上的中国第2季,https://live.metshop.top/yy/1354930943
舌尖上的中国第2季,https://www.goodiptv.club/yy/1354930943
舌尖上的中国第2季,https://lunbo.freetv.top/yy/1354930943
数字乐游,http://120.77.28.4:8648/mgu.php?id=ly
